日付,場名,R,競走名,条件,格,距離,馬場,状態,天候,出走馬名,騎手,性齢,斤量,頭数,人気,単勝,結果,タイム,上り,着差,馬体重,増減,賞金,Rt,管理調教師,母父名,venue_type,race_class
2026-02-07,東京,6,3歳未勝利,3歳未勝利,,1600,芝,良,雪,レアリゼソンレーヴ,佐々木大輔,牡3,57.0,16,9,22.5,9,1:35.4,34.1,0.6,482,10,0,,萩原清,Dubawi,中央,条件・未勝利
2026-02-08,小倉,2,3歳未勝利,3歳未勝利,,1200,芝,良,曇,ゴッドアイ,鮫島克駿,牝3,55.0,17,2,3.5,3,1:09.1,34.8,0.2,428,0,1500000,,橋口慎介,アドマイヤムーン,中央,条件・未勝利
2026-02-08,小倉,6,3歳未勝利,3歳未勝利,,1800,芝,良,曇,ムスクレスト,鮫島克駿,牡3,57.0,16,2,4.7,1,1:49.8,35.3,-0.4,472,6,5900000,,安田翔伍,Temple City,中央,条件・未勝利
2026-02-10,京都,11,きさらぎ賞,3歳OP,GIII,1800,芝,良,曇,ゴーイントゥスカイ,荻野極,牡3,57.0,9,3,4.2,6,1:48.3,33.2,0.3,512,16,0,,上原佑紀,Tapit,中央,重賞
2026-02-10,京都,5,メイクデビュー京都,3歳新馬,,1600,芝,良,晴,サトノレクタス,T.ハマーハンセン,牝3,55.0,16,7,13.8,5,1:37.6,34.0,0.7,436,初出走,650000,,奥村豊,Street Cry,中央,条件・未勝利
2026-02-10,京都,6,3歳未勝利,3歳未勝利,,2400,芝,良,晴,パウンドフォーワン,松山弘平,牡3,57.0,15,3,5.5,1,2:27.6,37.3,0.0,486,0,5900000,,田中克典,Invincible Spirit,中央,条件・未勝利
2026-02-10,京都,6,3歳未勝利,3歳未勝利,,2400,芝,良,晴,ラピス,横山和生,牝3,55.0,15,4,11.2,5,2:28.2,36.6,0.6,438,-4,590000,,安田翔伍,Frankel,中央,条件・未勝利
2026-02-10,東京,2,3歳未勝利,3歳未勝利,,2100,ダート,稍重,曇,ボンボンベイビー,菅原明良,牡3,57.0,13,4,9.2,6,2:16.3,40.7,2.1,454,4,0,,矢作芳人,Galileo,中央,条件・未勝利
2026-02-10,東京,9,ゆりかもめ賞,3歳1勝,,2400,芝,良,曇,ダノンセフィーロ,岩田望来,牡3,57.0,7,3,6.2,7,2:29.2,34.8,1.1,494,14,0,,福永祐一,Galileo,中央,条件・未勝利
2026-02-14,京都,4,3歳未勝利,3歳未勝利,,1400,ダート,稍重,晴,レヴァンターセ,浜中俊,牡3,57.0,16,11,66.6,14,1:29.0,40.4,3.8,466,-2,0,,田中克典,ヴィクトワールピサ,中央,条件・未勝利
2026-02-14,京都,5,メイクデビュー京都,3歳新馬,,1800,ダート,稍重,晴,サンライズレマ,菱田裕二,牡3,57.0,,,,取消,,,,,,0,,石坂公一,ジャスタウェイ,中央,条件・未勝利
2026-02-14,小倉,9,あすなろ賞,3歳1勝,,2000,芝,良,曇,アンソニー,松若風馬,牡3,57.0,10,5,11.6,3,2:01.5,35.1,0.4,496,-8,2900000,,武幸四郎,ヨハネスブルグ,中央,条件・未勝利
2026-02-15,京都,5,3歳未勝利,3歳未勝利牝,,2000,芝,良,曇,ジーティーメティオ,藤岡佑介,牝3,55.0,15,2,3.4,5,2:03.1,35.8,1.0,458,-14,590000,,矢作芳人,Montjeu,中央,条件・未勝利
2026-02-15,京都,6,3歳未勝利,3歳未勝利,,1600,芝,良,曇,ラパンドール,C.ルメール,牡3,57.0,18,1,1.9,4,1:34.9,34.9,0.8,444,-9,890000,,藤原英昭,Tapit,中央,条件・未勝利
2026-02-15,東京,5,3歳未勝利,3歳未勝利,,1800,芝,良,晴,ヤマメホープ,田辺裕信,牡3,57.0,16,9,60.3,6,1:48.3,34.2,0.5,484,初出走,0,,久保田貴士,Hard Spun,中央,条件・未勝利
2026-02-21,小倉,2,3歳未勝利,3歳未勝利牝,,1200,芝,良,晴,ブライトエンジェル,角田大和,牝3,55.0,18,2,6.6,3,1:09.1,34.9,0.3,454,2,1500000,,角田晃一,ロードカナロア,中央,条件・未勝利
2026-02-21,小倉,6,3歳未勝利,3歳未勝利,,1800,芝,良,晴,レッドラージャ,西塚洸二,牡3,57.0,16,1,4.3,1,1:49.3,35.2,-0.2,506,-2,5900000,,友道康夫,Giant's Causeway,中央,条件・未勝利
2026-02-21,小倉,6,3歳未勝利,3歳未勝利,,1800,芝,良,晴,アスクウルトラモア,古川奈穂,牡3,54.0,16,15,202.3,14,1:50.7,36.1,1.4,400,-6,0,,矢作芳人,Kendargent,中央,条件・未勝利
2026-02-21,阪神,2,3歳未勝利,3歳未勝利,,1800,ダート,良,晴,チェリヴェント,鮫島克駿,牡3,57.0,14,3,3.6,1,1:54.8,37.2,-0.5,506,8,5900000,,清水久詞,Successful Appeal,中央,条件・未勝利
2026-02-21,阪神,4,メイクデビュー京都,3歳新馬,,1800,ダート,良,晴,サンライズレマ,菱田裕二,牡3,57.0,14,9,27.9,9,1:58.0,39.3,2.5,490,初出走,0,,石坂公一,ジャスタウェイ,中央,条件・未勝利
2026-02-21,阪神,5,3歳未勝利,3歳未勝利,,1600,芝,良,晴,メメボス,菱田裕二,牝3,55.0,18,12,86.4,13,1:35.2,34.9,1.0,456,-16,0,,飯田祐史,ノヴェリスト,中央,条件・未勝利
2026-02-21,阪神,5,3歳未勝利,3歳未勝利,,1600,芝,良,晴,アスクブームキセキ,松山弘平,牡3,57.0,18,4,9.8,14,1:35.3,34.9,1.1,458,2,0,,藤原英昭,フジキセキ,中央,条件・未勝利
2026-02-21,阪神,6,3歳未勝利,3歳未勝利,,2400,芝,良,晴,サガルマータ,川田将雅,牡3,57.0,11,3,4.3,1,2:26.9,34.5,-0.4,460,-2,5900000,,福永祐一,City Banker,中央,条件・未勝利
2026-02-21,阪神,6,3歳未勝利,3歳未勝利,,2400,芝,良,晴,カットソロ,坂井瑠星,牡3,57.0,11,4,6.6,3,2:27.8,35.1,0.9,516,-4,1500000,,矢作芳人,キングヘイロー,中央,条件・未勝利
2026-02-22,小倉,5,3歳未勝利,3歳未勝利,,2000,芝,良,晴,ココロヅヨサ,浜中俊,牡3,57.0,13,10,35.7,5,2:01.4,36.1,0.9,464,4,590000,,田中克典,Bodemeister,中央,条件・未勝利
2026-02-22,東京,1,3歳未勝利,3歳未勝利,,1400,ダート,良,晴,エコロセレナ,岩田康誠,牝3,55.0,16,7,14.5,5,1:27.4,37.6,1.2,466,-4,590000,,斎藤誠,アドマイヤムーン,中央,条件・未勝利
2026-02-22,東京,5,3歳1勝クラス,3歳1勝,,1600,芝,良,晴,ルージュボヤージュ,R.キング,牝3,55.0,12,4,5.9,5,1:33.9,35.3,0.7,482,14,820000,,国枝栄,Orpen,中央,条件・未勝利
2026-02-22,東京,5,3歳1勝クラス,3歳1勝,,1600,芝,良,晴,シャルトル,岩田望来,牡3,57.0,12,6,35.9,6,1:34.2,34.9,1.0,454,4,0,,栗田徹,Uncle Mo,中央,条件・未勝利
2026-02-22,阪神,5,3歳未勝利,3歳未勝利,,2000,芝,良,晴,サトノレクタス,T.ハマーハンセン,牝3,55.0,13,2,6.0,2,2:00.7,34.8,0.6,430,-6,2400000,,奥村豊,Street Cry,中央,条件・未勝利
2026-02-22,阪神,5,3歳未勝利,3歳未勝利,,2000,芝,良,晴,ウイングサンライズ,松山弘平,牝3,55.0,13,3,7.3,9,2:01.8,36.0,1.7,402,初出走,0,,矢作芳人,Harland's Holiday,中央,条件・未勝利
2026-02-25,姫路,9,3歳B,3歳B,,1400,ダート,不良,雨,アスピラシオン,山本咲希到,牡3,56.0,12,1,1.8,4,1:35.9,42.0,1.8,493,-13,150000,,森澤友貴,Van Nistelrooy,地方,条件・未勝利
2026-02-28,中山,5,3歳未勝利,3歳未勝利,,2000,芝,良,晴,アルタティール,江田照男,牡3,57.0,18,16,280.7,15,2:02.6,35.2,0.9,428,-4,0,,手塚貴久,Poet's Voice,中央,条件・未勝利
2026-02-28,小倉,6,3歳未勝利,3歳未勝利,,2000,芝,稍重,晴,レッドレグルス,和田陽希,牡3,54.0,16,8,29.9,6,2:02.5,36.6,0.7,470,-6,0,,杉山晴紀,ゼンノロブロイ,中央,条件・未勝利
2026-02-28,阪神,5,3歳未勝利,3歳未勝利,,1800,芝,良,晴,ビッグヒーロー,団野大成,牡3,57.0,14,2,3.2,3,1:46.3,35.3,0.6,494,12,1500000,,福永祐一,Tale of Ekati,中央,条件・未勝利
2026-02-28,阪神,5,3歳未勝利,3歳未勝利,,1800,芝,良,晴,フウセン,武豊,牡3,57.0,14,5,19.6,4,1:46.7,34.7,1.0,450,-12,890000,,杉山晴紀,Afleet Alex,中央,条件・未勝利
2026-02-28,阪神,5,3歳未勝利,3歳未勝利,,1800,芝,良,晴,オーロラボレアリス,幸英明,牝3,55.0,14,7,28.4,8,1:47.3,35.0,1.6,468,0,0,,吉岡辰弥,To Honor and Serve,中央,条件・未勝利
2026-03-01,中山,5,3歳未勝利,3歳未勝利,,1600,芝,良,晴,プリティウーマン,荻野極,牝3,55.0,16,4,8.7,10,1:37.0,35.4,1.4,456,初出走,0,,国枝栄,Kingmambo,中央,条件・未勝利
2026-03-01,小倉,5,3歳未勝利,3歳未勝利,,1200,芝,良,晴,ゴッドアイ,鮫島克駿,牝3,55.0,18,2,4.0,8,1:09.8,36.0,0.4,422,-6,0,,橋口慎介,アドマイヤムーン,中央,条件・未勝利
2026-03-01,阪神,11,チューリップ賞,3歳OP,GII,1600,芝,良,晴,コニーアイランド,川田将雅,牝3,55.0,15,4,8.8,13,1:35.1,33.5,0.8,478,-2,0,,中内田充正,All American,中央,重賞
2026-03-01,阪神,2,3歳未勝利,3歳未勝利,,1400,ダート,良,晴,シティプロスパー,酒井学,牝3,55.0,16,16,424.2,14,1:28.3,40.3,2.2,432,-10,0,,小栗実,City Zip,中央,条件・未勝利
2026-03-01,阪神,5,3歳未勝利,3歳未勝利,,2000,芝,良,晴,カモンレイル,酒井学,セン3,57.0,13,11,203.6,10,2:03.7,35.5,1.7,438,-8,0,,中竹和也,ウォーエンブレム,中央,条件・未勝利
2026-03-01,阪神,5,3歳未勝利,3歳未勝利,,2000,芝,良,晴,エアリアルグレース,川又賢治,牝3,55.0,13,9,95.9,11,2:03.8,35.9,1.8,460,初出走,0,,吉村圭司,Astrology,中央,条件・未勝利
2026-03-01,阪神,5,3歳未勝利,3歳未勝利,,2000,芝,良,晴,ショウナンアンバー,吉村誠之助,牡3,57.0,13,10,104.8,12,2:03.8,35.4,1.8,448,-44,0,,清水久詞,フジキセキ,中央,条件・未勝利
2026-03-01,阪神,6,3歳1勝クラス,3歳1勝,,2000,芝,良,晴,コンジェスタス,西村淳也,牡3,57.0,8,1,2.0,1,2:00.1,35.4,-0.6,524,-6,8200000,,高野友和,Alamosa,中央,条件・未勝利
2026-03-01,阪神,6,3歳1勝クラス,3歳1勝,,2000,芝,良,晴,ネッタイヤライ,坂井瑠星,牡3,57.0,8,2,2.2,3,2:01.1,36.5,1.0,442,4,2100000,,矢作芳人,キンシャサノキセキ,中央,条件・未勝利
2026-03-07,中山,3,3歳未勝利,3歳未勝利,,1200,ダート,重,晴,エコロセレナ,岩田康誠,牝3,55.0,16,5,12.8,5,1:12.0,37.5,1.0,460,-6,590000,,斎藤誠,アドマイヤムーン,中央,条件・未勝利
2026-03-07,中山,6,3歳未勝利,3歳未勝利牝,,2000,芝,稍重,晴,ヴェニゼロス,舟山瑠泉,牝3,52.0,18,9,70.6,4,2:03.8,35.2,0.7,424,初出走,890000,,林徹,Skipshot,中央,条件・未勝利
2026-03-07,阪神,4,3歳未勝利,3歳未勝利,,2400,芝,稍重,晴,カットソロ,坂井瑠星,牡3,57.0,13,2,3.4,1,2:30.2,34.1,-0.1,520,4,5900000,,矢作芳人,キングヘイロー,中央,条件・未勝利
2026-03-07,阪神,4,3歳未勝利,3歳未勝利,,2400,芝,稍重,晴,ダノンミッドナイト,川田将雅,牡3,57.0,13,1,2.0,4,2:30.9,34.4,0.7,484,-8,890000,,中内田充正,キンシャサノキセキ,中央,条件・未勝利
2026-03-07,阪神,4,3歳未勝利,3歳未勝利,,2400,芝,稍重,晴,ラピス,北村友一,牝3,55.0,13,6,14.5,6,2:31.3,35.0,1.1,436,-2,0,,安田翔伍,Frankel,中央,条件・未勝利
2026-03-07,阪神,4,3歳未勝利,3歳未勝利,,2400,芝,稍重,晴,アスクウルトラモア,古川奈穂,牡3,55.0,13,11,391.5,12,2:33.5,36.6,3.3,492,-8,0,,矢作芳人,Kendargent,中央,条件・未勝利
2026-03-07,阪神,5,3歳未勝利,3歳未勝利,,1600,芝,良,晴,シャロン,吉村誠之助,牝3,55.0,18,11,79.1,16,1:36.9,35.5,2.6,432,初出走,0,,杉山晴紀,American Pharoah,中央,条件・未勝利
2026-03-08,中山,3,3歳未勝利,3歳未勝利,,1800,ダート,稍重,晴,ゲンパチミスティ,石川裕紀人,牝3,55.0,14,12,111.9,9,1:59.6,41.6,3.4,454,-12,0,,伊藤圭三,Into Mischief,中央,条件・未勝利
2026-03-08,中山,5,3歳未勝利,3歳未勝利,,1800,芝,良,晴,ハニージョー,C.ルメール,牡3,57.0,16,1,2.0,9,1:49.5,38.6,2.5,508,0,0,,矢島大樹,Mizzen Mast,中央,条件・未勝利
2026-03-08,中山,7,3歳1勝クラス,3歳1勝,,1600,芝,良,晴,ランズダウンロード,C.ルメール,牡3,57.0,11,2,3.7,3,1:34.0,35.1,0.5,474,0,2100000,,木村哲也,Medicean,中央,条件・未勝利
2026-03-08,阪神,5,3歳1勝クラス,3歳1勝,,1800,ダート,良,晴,グラシアムヘール,西村淳也,牝3,55.0,16,4,10.2,3,1:54.9,38.8,0.5,488,-4,2100000,,藤原英昭,Quality Road,中央,条件・未勝利
2026-03-08,阪神,9,アルメリア賞,3歳1勝,,1800,芝,良,晴,ダノンセフィーロ,岩田望来,牡3,57.0,6,3,4.0,2,1:45.8,34.3,0.6,490,-4,4600000,,福永祐一,Galileo,中央,条件・未勝利
2026-03-10,姫路,12,3歳B,3歳B,,1400,ダート,良,晴,アスピラシオン,山本咲希到,牡3,56.0,12,1,2.7,3,1:35.4,40.1,0.2,500,7,250000,,森澤友貴,Van Nistelrooy,地方,条件・未勝利
2026-03-14,中京,2,3歳未勝利,3歳未勝利,,1200,ダート,良,晴,メメボス,吉田隼人,牝3,55.0,16,8,27.7,7,1:14.2,37.9,1.0,458,2,0,,飯田祐史,ノヴェリスト,中央,条件・未勝利
2026-03-14,中京,4,3歳未勝利,3歳未勝利若手騎手,,1600,芝,良,晴,エアヴァイブス,高杉吏麒,牝3,55.0,16,1,3.0,4,1:34.6,34.6,0.4,426,-2,890000,,福永祐一,ハービンジャー,中央,条件・未勝利
2026-03-14,中京,5,3歳未勝利,3歳未勝利,,2000,芝,良,晴,マジョレルブルー,田山旺佑,牡3,54.0,18,1,3.5,4,2:01.1,35.2,0.7,482,18,890000,,友道康夫,シンボリクリスエス,中央,条件・未勝利
2026-03-14,中京,5,3歳未勝利,3歳未勝利,,2000,芝,良,晴,ココロヅヨサ,浜中俊,牡3,57.0,18,10,26.7,14,2:01.8,36.2,1.4,464,0,0,,田中克典,Bodemeister,中央,条件・未勝利
2026-03-14,中山,5,3歳未勝利,3歳未勝利,,1600,芝,良,晴,ユマハム,三浦皇成,牡3,57.0,16,4,12.3,6,1:34.6,35.1,0.6,462,12,0,,田中博康,Rainbow Quest,中央,条件・未勝利
2026-03-14,中山,6,3歳1勝クラス,3歳1勝,,1800,ダート,良,晴,チェリヴェント,戸崎圭太,牡3,57.0,16,5,10.9,15,1:56.3,42.1,2.9,502,-4,0,,清水久詞,Successful Appeal,中央,条件・未勝利
2026-03-14,阪神,3,3歳未勝利,3歳未勝利,,1800,ダート,良,晴,カモンレイル,酒井学,セン3,57.0,13,10,111.3,8,1:56.6,39.8,2.4,436,-2,0,,中竹和也,ウォーエンブレム,中央,条件・未勝利
2026-03-14,阪神,4,3歳未勝利,3歳未勝利,,1400,芝,良,晴,ゴッドレイ,吉村誠之助,牝3,55.0,18,12,61.1,6,1:21.6,34.7,0.6,398,-2,0,,杉山晴紀,ダイワメジャー,中央,条件・未勝利
2026-03-14,阪神,4,3歳未勝利,3歳未勝利,,1400,芝,良,晴,メイワメジェール,北村友一,牝3,55.0,18,11,54.0,14,1:22.3,35.3,1.3,468,-2,0,,茶木太樹,Oflee Wild,中央,条件・未勝利
2026-03-14,阪神,5,3歳未勝利,3歳未勝利,,1800,芝,良,晴,ロードスタニング,川田将雅,牡3,57.0,17,1,2.2,2,1:46.1,34.9,0.3,508,0,2400000,,杉山晴紀,キングカメハメハ,中央,条件・未勝利
2026-03-14,阪神,5,3歳未勝利,3歳未勝利,,1800,芝,良,晴,ラパンドール,松山弘平,牡3,57.0,17,2,4.0,5,1:46.4,35.2,0.6,448,4,590000,,藤原英昭,Tapit,中央,条件・未勝利
2026-03-14,阪神,5,3歳未勝利,3歳未勝利,,1800,芝,良,晴,エースフライト,吉村誠之助,牡3,57.0,17,,,取消,,,,,,0,,池江泰寿,Bellamy Road,中央,条件・未勝利
2026-03-15,中京,4,3歳未勝利,3歳未勝利,,1400,芝,良,晴,アリアス,三浦皇成,牝3,55.0,18,9,29.4,4,1:21.4,35.1,0.3,424,-4,890000,,高柳瑞樹,シンボリクリスエス,中央,条件・未勝利
2026-03-15,中山,11,スプリングS,3歳OP,GII,1800,芝,良,晴,ジーネキング,横山和生,牡3,57.0,16,12,73.5,12,1:46.9,35.9,0.9,496,4,0,,斎藤誠,Into Mischief,中央,重賞
2026-03-15,中山,11,スプリングS,3歳OP,GII,1800,芝,良,晴,テルヒコウ,坂井瑠星,牡3,57.0,16,9,24.4,14,1:48.1,37.0,2.1,482,-4,0,,矢作芳人,ヴィクトワールピサ,中央,重賞
2026-03-15,阪神,5,3歳未勝利,3歳未勝利牝,,2000,芝,良,曇,ベルドゥニュイ,小沢大仁,牝3,55.0,16,14,446.6,13,2:03.2,37.0,2.0,434,-14,0,,矢作芳人,キンシャサノキセキ,中央,条件・未勝利
2026-03-15,阪神,5,3歳未勝利,3歳未勝利牝,,2000,芝,良,曇,フィオーレクラウド,田山旺佑,牝3,52.0,16,16,244.6,16,2:03.3,36.8,2.1,446,-2,0,,長谷川浩大,シンボリクリスエス,中央,条件・未勝利
2026-03-15,阪神,9,ゆきやなぎ賞,3歳1勝,,2400,芝,良,曇,ヴァロンブローサ,幸英明,牡3,57.0,7,5,9.5,3,2:26.8,36.2,0.3,450,-10,2900000,,池添学,Galileo,中央,条件・未勝利
2026-03-21,中京,4,3歳未勝利,3歳未勝利牝,,2000,芝,良,晴,スウィーティーベル,団野大成,牝3,55.0,18,9,30.4,9,2:00.9,35.2,0.8,406,0,0,,田中克典,Star Dabbler,中央,条件・未勝利
2026-03-21,中京,4,3歳未勝利,3歳未勝利牝,,2000,芝,良,晴,マーゴットガイア,小崎綾也,牝3,55.0,18,5,12.6,10,2:00.9,36.1,0.8,476,-8,0,,石坂公一,Camelot,中央,条件・未勝利
2026-03-21,中京,5,3歳未勝利,3歳未勝利,,2000,芝,良,晴,クルサール,富田暁,牝3,55.0,18,5,36.1,11,2:03.7,35.4,2.3,430,初出走,0,,武英智,Medaglia d'Oro,中央,条件・未勝利
2026-03-21,中京,5,3歳未勝利,3歳未勝利,,2000,芝,良,晴,エアリアルグレース,川又賢治,牝3,55.0,18,16,272.1,14,2:04.1,36.5,2.7,460,0,0,,吉村圭司,Astrology,中央,条件・未勝利
2026-03-21,中京,5,3歳未勝利,3歳未勝利,,2000,芝,良,晴,シャロン,団野大成,牝3,55.0,18,15,202.4,17,2:04.8,37.0,3.4,432,0,0,,杉山晴紀,American Pharoah,中央,条件・未勝利
2026-03-21,中京,6,3歳未勝利,3歳未勝利,,1400,芝,良,晴,ルージュバロン,横山武史,牝3,55.0,18,6,14.6,5,1:21.5,34.1,0.4,468,2,590000,,福永祐一,Union Rags,中央,条件・未勝利
2026-03-21,中山,11,フラワーC,3歳OP,GIII,1800,芝,良,晴,バースデイフライト,岩田康誠,牝3,55.0,16,13,101.8,9,1:48.6,33.8,0.3,452,-4,0,,新谷功一,War Front,中央,重賞
2026-03-21,中山,5,3歳未勝利,3歳未勝利,,2200,芝,良,晴,エーデルゼーレ,岩田望来,牡3,57.0,13,2,2.5,1,2:13.6,35.4,-0.3,470,8,5900000,,堀宣行,Curlin,中央,条件・未勝利
2026-03-21,阪神,1,3歳未勝利,3歳未勝利牝,,1800,ダート,稍重,晴,ノートルダム,田口貫太,牝3,55.0,10,8,62.4,10,1:57.6,39.8,2.8,440,-2,0,,矢作芳人,Sea The Stars,中央,条件・未勝利
2026-03-21,阪神,3,3歳未勝利,3歳未勝利,,2000,ダート,稍重,晴,ドンテスタマスター,坂井瑠星,牡3,57.0,10,1,2.1,3,2:08.2,37.5,0.9,524,-2,1500000,,杉山晴紀,Intikhab,中央,条件・未勝利
2026-03-21,阪神,4,3歳未勝利,3歳未勝利,,1400,ダート,稍重,晴,ポッドリプル,松山弘平,牡3,57.0,15,1,1.9,1,1:24.8,36.3,-0.2,466,-4,5900000,,辻野泰之,Charm Spirit,中央,条件・未勝利
2026-03-21,阪神,5,3歳未勝利,3歳未勝利,,1600,芝,良,晴,ヒメヒオウギ,菱田裕二,牝3,55.0,18,13,198.9,13,1:35.5,33.9,0.9,396,-6,0,,中竹和也,ステイゴールド,中央,条件・未勝利
2026-03-22,中京,5,3歳未勝利,3歳未勝利,,1600,芝,良,晴,ビッグヒーロー,団野大成,牡3,57.0,16,1,1.6,2,1:34.0,34.6,0.1,488,-6,2400000,,福永祐一,Tale of Ekati,中央,条件・未勝利
2026-03-22,中京,9,フローラルウォーク賞,3歳1勝,,1600,芝,良,曇,ネッタイヤライ,富田暁,牡3,57.0,10,5,11.1,4,1:34.2,34.2,0.5,436,-6,1700000,,矢作芳人,キンシャサノキセキ,中央,条件・未勝利
2026-03-22,阪神,4,3歳未勝利,3歳未勝利,,2400,芝,良,晴,ショウナンアンバー,鮫島克駿,牡3,57.0,17,,,中止,,,,448,0,0,,清水久詞,キンシャサノキセキ,中央,条件・未勝利
2026-03-28,中京,5,3歳未勝利,3歳未勝利,,2200,芝,良,晴,マジョレルブルー,田山旺佑,牡3,54.0,15,2,3.6,2,2:13.2,35.3,0.0,478,-4,2400000,,友道康夫,シンボリクリスエス,中央,条件・未勝利
2026-03-28,阪神,5,3歳未勝利,3歳未勝利,,1600,芝,良,晴,ウイングサンライズ,松山弘平,牝3,55.0,18,6,13.1,8,1:35.1,35.5,1.1,406,4,0,,矢作芳人,Harland's Holiday,中央,条件・未勝利
2026-03-28,阪神,5,3歳未勝利,3歳未勝利,,1600,芝,良,晴,ゼランテ,武豊,牡3,57.0,18,10,29.4,9,1:35.1,34.6,1.1,486,初出走,0,,松永幹夫,Uncle Mo,中央,条件・未勝利
2026-03-29,中京,3,3歳未勝利,3歳未勝利,,1200,ダート,良,晴,レヴァンターセ,小林美駒,牡3,54.0,15,10,91.0,9,1:14.8,37.6,1.8,464,-2,0,,田中克典,ヴィクトワールピサ,中央,条件・未勝利
2026-03-29,中京,5,3歳未勝利,3歳未勝利,,2000,芝,良,晴,トゥレネヴェリテ,森田誠也,牡3,54.0,16,11,124.1,12,2:03.6,34.4,1.2,454,-4,0,,中竹和也,Cozzene,中央,条件・未勝利
2026-03-29,中京,8,大寒桜賞,3歳1勝,,2200,芝,良,晴,テルヒコウ,西村淳也,牡3,57.0,7,4,6.8,1,2:14.1,34.6,-0.1,482,0,11554000,,矢作芳人,ヴィクトワールピサ,中央,条件・未勝利
2026-03-29,中山,4,3歳未勝利,3歳未勝利,,1800,芝,良,晴,ヤマメホープ,原優介,牡3,57.0,16,5,10.2,3,1:48.7,35.2,0.8,478,-6,1500000,,久保田貴士,Hard Spun,中央,条件・未勝利
2026-03-29,中山,9,ミモザ賞,3歳1勝牝,,2000,芝,良,晴,ランザワールド,丹内祐次,牝3,55.0,7,2,2.7,3,2:01.0,35.0,0.4,496,0,2928000,,宮田敬介,Custom for Carlos,中央,条件・未勝利
2026-03-29,阪神,1,3歳未勝利,3歳未勝利牝,,1800,ダート,良,晴,アグレイビューティ,岩田望来,牝3,55.0,14,2,3.0,3,1:55.8,38.7,0.1,468,2,1500000,,上村洋行,Mastercraftsman,中央,条件・未勝利
2026-04-04,中山,1,3歳未勝利,3歳未勝利牝,,1200,ダート,稍重,雨,エコロセレナ,岩田康誠,牝3,55.0,16,2,6.5,3,1:12.9,37.0,0.8,460,0,1500000,,斎藤誠,アドマイヤムーン,中央,条件・未勝利
2026-04-04,中山,5,3歳未勝利,3歳未勝利,,1600,芝,良,曇,アリアス,三浦皇成,牝3,55.0,16,7,17.8,4,1:35.2,34.8,0.2,426,2,890000,,高柳瑞樹,シンボリクリスエス,中央,条件・未勝利
2026-04-04,阪神,3,3歳未勝利,3歳未勝利,,1800,ダート,稍重,小雨,ドンテスタマスター,坂井瑠星,牡3,57.0,14,2,3.3,5,1:55.7,39.0,1.3,520,-4,590000,,杉山晴紀,Intikhab,中央,条件・未勝利
2026-04-04,阪神,9,アザレア賞,3歳1勝,,2400,芝,稍重,曇,カットソロ,坂井瑠星,牡3,57.0,9,5,15.6,3,2:27.6,34.2,0.6,514,-6,2900000,,矢作芳人,キングヘイロー,中央,条件・未勝利
2026-04-04,阪神,9,アザレア賞,3歳1勝,,2400,芝,稍重,曇,ヴァロンブローサ,幸英明,牡3,57.0,9,7,32.3,9,2:29.4,36.2,2.4,442,-8,0,,池添学,Galileo,中央,条件・未勝利
2026-04-05,阪神,1,3歳未勝利,3歳未勝利牝,,1400,ダート,重,晴,ジーティーアリア,北村友一,牝3,55.0,15,8,17.1,1,1:24.1,37.0,-0.1,450,-6,5900000,,田中克典,Siyouni,中央,条件・未勝利
2026-04-05,阪神,4,3歳未勝利,3歳未勝利,,2400,芝,稍重,晴,スウィーティーベル,団野大成,牝3,55.0,15,10,90.4,5,2:27.8,36.1,1.4,398,-8,590000,,田中克典,Star Dabbler,中央,条件・未勝利
2026-04-05,阪神,4,3歳未勝利,3歳未勝利,,2400,芝,稍重,晴,ショウナンアンバー,吉村誠之助,牡3,57.0,15,13,197.9,12,2:30.5,38.5,4.1,442,-6,0,,清水久詞,フジキセキ,中央,条件・未勝利
2026-04-05,阪神,5,3歳1勝クラス,3歳1勝,,1800,ダート,重,晴,チェリヴェント,吉村誠之助,牡3,57.0,13,7,33.8,2,1:50.2,36.1,0.0,502,0,3300000,,清水久詞,Successful Appeal,中央,条件・未勝利
2026-04-05,阪神,5,3歳1勝クラス,3歳1勝,,1800,ダート,重,晴,スカイストライプス,C.ルメール,牡3,57.0,13,2,3.6,3,1:50.6,35.7,0.4,494,-4,2100000,,安田翔伍,Equal Stripes,中央,条件・未勝利
2026-04-08,園田,10,神鍋山特別,3歳交流,,1870,ダート,良,晴,マリノエステーラ,柴田裕一郎,牝3,53.0,8,3,8.0,2,2:07.0,39.4,1.4,422,-14,600000,,中竹和也,First Samurai,地方,条件・未勝利
2026-04-08,園田,10,神鍋山特別,3歳交流,,1870,ダート,良,晴,ボンボンベイビー,吉村智洋,牡3,57.0,8,1,1.6,3,2:07.2,39.9,1.6,453,-1,375000,,矢作芳人,Galileo,地方,条件・未勝利
2026-04-11,中山,11,ニュージーランドT,3歳OP,GII,1600,芝,良,晴,ジーネキング,横山和生,牡3,57.0,15,4,11.8,3,1:33.5,34.0,0.3,494,-2,14154000,106,斎藤誠,Into Mischief,中央,重賞
2026-04-11,中山,5,3歳未勝利,3歳未勝利,,1600,芝,良,晴,ジュラトリー,田辺裕信,牡3,55.0,16,6,13.9,5,1:35.2,35.0,0.6,456,-6,590000,,池上昌和,Lope de Vega,中央,条件・未勝利
