日付,場名,R,競走名,条件,格,距離,馬場,状態,天候,出走馬名,騎手,性齢,斤量,頭数,人気,単勝,結果,タイム,上り,着差,馬体重,増減,賞金,Rt,管理調教師,母父名,venue_type,race_class
2026-06-06,阪神,8,3歳以上1勝クラス,3歳上1勝,,2200,芝,良,晴,フウセン,鮫島克駿,牡3,54.0,9,4,5.1,2,2:13.3,33.4,0.3,456,0,3300000,,杉山晴紀,Afleet Alex,中央,条件・未勝利
2026-06-07,ウッドバイン,2,Maiden Claiming,3yo&up Maiden,,1408,AW,Fast,晴,Grand Warrior,P Moran,セン3,,9,3,,1,1:25.86,39.7,-0.1,,,0,,A Adamo,アグネスデジタル,海外,条件・未勝利
2026-06-07,東京,5,メイクデビュー東京,2歳新馬,,1800,芝,良,小雨,シアルナーレ,戸崎圭太,牡2,55.0,10,2,7.0,9,1:50.0,35.0,1.9,442,初出走,0,,田中博康,キンシャサノキセキ,中央,条件・未勝利
2026-06-07,東京,8,3歳以上1勝クラス,3歳上1勝,,1600,芝,良,曇,アンソニー,武豊,牡3,55.0,17,10,22.6,17,1:34.3,34.7,1.5,490,-6,0,,武幸四郎,ヨハネスブルグ,中央,条件・未勝利
2026-06-07,阪神,12,3歳以上1勝クラス,3歳上1勝,,1800,ダート,稍重,小雨,チェリヴェント,吉村誠之助,牡3,55.0,12,1,2.1,1,1:51.3,35.6,-1.0,500,-4,8200000,,清水久詞,Successful Appeal,中央,条件・未勝利
2026-06-07,阪神,12,3歳以上1勝クラス,3歳上1勝,,1800,ダート,稍重,小雨,ココロヅヨサ,浜中俊,牡3,55.0,12,5,13.6,3,1:52.7,36.7,1.4,454,0,2100000,,田中克典,Bodemeister,中央,条件・未勝利
2026-06-07,阪神,2,3歳未勝利,3歳未勝利牝,,1800,芝,良,雨,ジーティーメティオ,坂井瑠星,牝3,55.0,15,4,6.5,2,1:47.2,34.0,0.2,468,10,2300000,,矢作芳人,Montjeu,中央,条件・未勝利
2026-06-07,阪神,4,3歳未勝利,3歳未勝利,,1400,ダート,良,雨,ビッグヒーロー,川田将雅,牡3,57.0,16,1,1.8,3,1:25.3,36.7,0.4,492,2,1500000,,福永祐一,Tale of Ekati,中央,条件・未勝利
2026-06-07,阪神,4,3歳未勝利,3歳未勝利,,1400,ダート,良,雨,レッドピアレス,小沢大仁,牡3,57.0,16,8,41.1,5,1:26.1,38.0,1.2,466,-8,580000,,中内田充正,Mr. Greeley,中央,条件・未勝利
2026-06-07,阪神,6,3歳未勝利,3歳未勝利,,2000,芝,稍重,雨,エースフライト,坂井瑠星,牡3,57.0,16,3,4.4,1,2:00.0,35.0,-0.8,512,-2,5800000,,池江泰寿,Bellamy Road,中央,条件・未勝利
2026-06-07,阪神,6,3歳未勝利,3歳未勝利,,2000,芝,稍重,雨,アスクウルトラモア,河原田菜々,牡3,53.0,16,15,499.8,14,2:02.2,36.7,2.2,390,-4,0,,前川恭子,Kendargent,中央,条件・未勝利
2026-06-07,阪神,6,3歳未勝利,3歳未勝利,,2000,芝,稍重,雨,ショウナンアンバー,吉村誠之助,牡3,57.0,16,14,464.1,16,2:03.1,37.5,3.1,447,4,0,,清水久詞,フジキセキ,中央,条件・未勝利
2026-06-07,高知,4,3歳-6,3歳6組,,1400,ダート,不良,小雨,シティプロスパー,井上瑛太,牝3,55.0,11,1,1.8,2,1:29.9,39.3,0.0,428,-2,240000,,打越勇児,City Zip,地方,条件・未勝利
2026-06-08,金沢,7,ブラックダイヤモンド特別,3歳B1,,1500,ダート,稍重,雨,フィオーレクラウド,吉原寛人,牝3,55.0,10,4,7.5,3,1:41.9,41.0,2.0,462,-1,810000,,加藤和義,シンボリクリスエス,地方,条件・未勝利
2026-06-11,門別,8,3歳以上C4-2,3歳上C4-2,,1200,ダート,良,晴,レヴァンターセ,小野楓馬,牡3,57.0,,,,除外,,,,,,0,,小野望,ヴィクトワールピサ,地方,条件・未勝利
2026-06-13,函館,3,3歳未勝利,3歳未勝利,,1000,ダート,稍重,曇,メイワメジェール,河原田菜々,牝3,51.0,12,5,8.7,7,0:59.3,35.8,1.5,468,2,0,,茶木太樹,Oflee Wild,中央,条件・未勝利
2026-06-13,函館,4,3歳未勝利,3歳未勝利,,2600,芝,稍重,曇,クオンタムスター,佐々木大輔,牡3,57.0,15,2,4.5,1,2:39.6,34.7,-0.6,482,-2,5800000,,堀宣行,Mastercraftsman,中央,条件・未勝利
2026-06-13,東京,1,3歳未勝利,3歳未勝利牝,,1600,ダート,重,晴,ルージュアリスタ,丸山元気,牝3,55.0,16,2,4.2,13,1:39.9,39.7,3.1,496,0,0,,宮田敬介,Afleet Alex,中央,条件・未勝利
2026-06-13,東京,2,3歳未勝利,3歳未勝利,,2400,芝,稍重,晴,スカイドリーマー,三浦皇成,牝3,55.0,18,5,10.8,13,2:27.7,36.2,1.5,446,10,0,,木村哲也,Giant's Causeway,中央,条件・未勝利
2026-06-13,東京,7,3歳未勝利,3歳未勝利,,1600,ダート,稍重,晴,ハニージョー,D.レーン,牡3,57.0,16,1,2.3,7,1:38.8,38.0,1.6,510,0,0,,矢島大樹,Mizzen Mast,中央,条件・未勝利
2026-06-13,阪神,4,3歳未勝利,3歳未勝利,,1800,芝,良,晴,ラパンドール,松山弘平,牡3,57.0,16,1,2.6,1,1:45.9,35.7,0.0,456,8,5800000,,藤原英昭,Tapit,中央,条件・未勝利
2026-06-13,阪神,7,3歳以上1勝クラス,3歳上1勝,,1800,ダート,良,晴,スカイストライプス,M.デムーロ,牡3,55.0,16,3,4.8,16,2:01.4,45.9,8.7,496,2,0,,安田翔伍,Equal Stripes,中央,条件・未勝利
2026-06-13,阪神,8,3歳以上1勝クラス,3歳上1勝牝,,1600,芝,良,晴,バースデイフライト,田口貫太,牝3,53.0,15,4,13.4,2,1:33.4,33.6,0.0,454,4,3300000,,新谷功一,War Front,中央,条件・未勝利
2026-06-14,函館,2,3歳未勝利,3歳未勝利,,1700,ダート,良,晴,ユマハム,横山和生,牡3,57.0,11,4,7.6,4,1:46.8,38.7,1.3,468,4,870000,,田中博康,Rainbow Quest,中央,条件・未勝利
2026-06-14,函館,3,3歳未勝利,3歳未勝利,,1000,ダート,良,晴,エコロセレナ,斎藤新,牝3,55.0,12,1,2.1,7,1:00.2,36.5,1.6,464,-2,0,,斎藤誠,アドマイヤムーン,中央,条件・未勝利
2026-06-14,函館,6,3歳未勝利,3歳未勝利,,2000,芝,良,晴,ヒメヒオウギ,柴田裕一郎,牝3,53.0,16,11,97.5,4,1:59.9,35.6,0.3,386,-4,870000,,中竹和也,ステイゴールド,中央,条件・未勝利
2026-06-14,函館,6,3歳未勝利,3歳未勝利,,2000,芝,良,晴,ボーントゥラブユー,横山琉人,牝3,55.0,16,8,56.2,5,2:00.4,36.3,0.8,474,-4,580000,,小笠倫弘,Street Cry,中央,条件・未勝利
2026-06-14,阪神,2,3歳未勝利,3歳未勝利,,1400,ダート,良,曇,ウイルソン,松山弘平,牡3,57.0,16,2,3.2,9,1:27.5,39.1,2.1,472,0,0,,杉山晴紀,キングカメハメハ,中央,条件・未勝利
2026-06-14,阪神,4,3歳未勝利,3歳未勝利,,2200,芝,良,曇,ダノンミッドナイト,川田将雅,牡3,57.0,17,4,8.2,2,2:12.0,34.4,0.3,486,0,2300000,,中内田充正,キンシャサノキセキ,中央,条件・未勝利
2026-06-14,阪神,4,3歳未勝利,3歳未勝利,,2200,芝,良,曇,ボンボンベイビー,坂井瑠星,牡3,57.0,17,6,22.3,8,2:12.6,34.7,0.9,440,-6,0,,矢作芳人,Galileo,中央,条件・未勝利
2026-06-20,函館,7,3歳未勝利,3歳未勝利牝,,1800,芝,良,晴,ジュラトリー,横山武史,牝3,55.0,16,2,8.0,5,1:47.8,36.1,0.6,454,-2,580000,,池上昌和,Lope de Vega,中央,条件・未勝利
2026-06-20,函館,7,3歳未勝利,3歳未勝利牝,,1800,芝,良,晴,メメボス,横山和生,牝3,55.0,16,6,17.6,12,1:48.6,37.3,1.4,466,8,0,,飯田祐史,ノヴェリスト,中央,条件・未勝利
2026-06-20,東京,5,メイクデビュー東京,2歳新馬,,1600,芝,稍重,小雨,ペアスターロード,松山弘平,牡2,55.0,10,5,12.7,2,1:37.3,34.5,0.5,474,初出走,3100000,,前川恭子,スウェプトオーヴァーボード,中央,条件・未勝利
2026-06-20,阪神,3,3歳未勝利,3歳未勝利牝,,1800,ダート,稍重,曇,マーゴットガイア,西村淳也,牝3,55.0,16,1,3.9,2,1:54.8,40.6,0.0,484,2,2300000,,石坂公一,Camelot,中央,条件・未勝利
2026-06-20,阪神,3,3歳未勝利,3歳未勝利牝,,1800,ダート,稍重,曇,マリノエステーラ,田山旺佑,牝3,53.0,16,9,36.8,10,1:56.8,40.7,2.0,434,0,0,,中竹和也,First Samurai,中央,条件・未勝利
2026-06-20,阪神,3,3歳未勝利,3歳未勝利牝,,1800,ダート,稍重,曇,エアリアルグレース,川又賢治,牝3,55.0,16,14,376.7,13,1:57.9,41.6,3.1,466,-4,0,,吉村圭司,Astrology,中央,条件・未勝利
2026-06-20,阪神,7,3歳以上1勝クラス,3歳上1勝,,2400,芝,稍重,雨,サガルマータ,川田将雅,牡3,54.0,16,1,2.3,1,2:25.8,34.9,-0.3,456,4,8200000,,福永祐一,City Banker,中央,条件・未勝利
2026-06-20,阪神,7,3歳以上1勝クラス,3歳上1勝,,2400,芝,稍重,雨,パウンドフォーワン,坂井瑠星,牡3,54.0,16,5,13.6,3,2:26.1,35.5,0.3,480,-6,2100000,,田中克典,Invincible Spirit,中央,条件・未勝利
2026-06-20,阪神,7,3歳以上1勝クラス,3歳上1勝,,2400,芝,稍重,雨,ロードスタニング,西村淳也,牡3,54.0,16,3,6.8,10,2:28.0,37.4,2.2,514,4,0,,杉山晴紀,キングカメハメハ,中央,条件・未勝利
2026-06-20,阪神,8,3歳以上1勝クラス,3歳上1勝,,1800,ダート,稍重,雨,ココロヅヨサ,川田将雅,牡3,55.0,16,2,6.4,4,1:53.1,37.6,2.1,458,4,1200000,,田中克典,Bodemeister,中央,条件・未勝利
2026-06-20,阪神,8,3歳以上1勝クラス,3歳上1勝,,1800,ダート,稍重,雨,アグレイビューティ,岩田望来,牝3,53.0,16,12,24.6,15,1:56.0,41.1,4.8,466,0,0,,上村洋行,Mastercraftsman,中央,条件・未勝利
2026-06-21,函館,12,3歳以上1勝クラス,3歳上1勝,,1800,芝,良,小雨,ネッタイヤライ,古川奈穂,牡3,53.0,10,2,5.2,7,1:47.7,36.2,0.7,446,10,0,,矢作芳人,キンシャサノキセキ,中央,条件・未勝利
2026-06-21,函館,4,3歳未勝利,3歳未勝利,,1800,芝,良,小雨,ヒシナスキロ,丹内祐次,牝3,55.0,16,1,3.3,8,1:48.6,36.0,0.3,424,-16,0,,堀宣行,Tiz Wonderful,中央,条件・未勝利
2026-06-21,阪神,2,3歳未勝利,3歳未勝利牝,,1600,芝,稍重,晴,ジーティーメティオ,坂井瑠星,牝3,55.0,18,1,3.1,5,1:34.7,35.7,0.6,466,-2,580000,,矢作芳人,Montjeu,中央,条件・未勝利
2026-06-21,阪神,2,3歳未勝利,3歳未勝利牝,,1600,芝,稍重,晴,ブライトエンジェル,角田大和,牝3,55.0,18,6,22.6,14,1:36.5,37.3,2.4,460,6,0,,角田晃一,ロードカナロア,中央,条件・未勝利
2026-06-21,阪神,4,3歳未勝利,3歳未勝利,,2400,芝,稍重,晴,ベルドゥニュイ,富田暁,牝3,55.0,18,17,317.4,12,2:30.0,38.5,2.4,440,6,0,,矢作芳人,キンシャサノキセキ,中央,条件・未勝利
2026-06-21,阪神,4,3歳未勝利,3歳未勝利,,2400,芝,稍重,晴,マヤノイマジン,今村聖奈,牝3,53.0,18,12,112.2,17,2:34.1,41.5,6.5,454,4,0,,矢作芳人,Frankel,中央,条件・未勝利
2026-06-21,阪神,4,3歳未勝利,3歳未勝利,,2400,芝,稍重,晴,ラピス,M.デムーロ,牝3,55.0,18,6,16.1,18,2:40.1,48.8,12.5,432,-2,0,,安田翔伍,Frankel,中央,条件・未勝利
2026-06-21,阪神,8,3歳以上1勝クラス,3歳上1勝牝,,2000,芝,稍重,晴,コニーアイランド,川田将雅,牝3,53.0,8,2,2.6,3,2:02.6,34.8,0.7,480,2,2100000,,中内田充正,All American,中央,条件・未勝利
2026-06-21,高知,3,3歳-5,3歳5組,,1300,ダート,不良,晴,シティプロスパー,宮川実,牝3,55.0,11,1,1.4,1,1:24.5,40.2,-0.2,428,0,600000,,打越勇児,City Zip,地方,条件・未勝利
2026-06-23,金沢,8,あかねこちゃんねる五周年記念,3歳A3,,1400,ダート,重,曇,フィオーレクラウド,吉原寛人,牝3,55.0,9,5,22.8,7,1:34.7,41.3,1.7,461,-1,0,,加藤和義,シンボリクリスエス,地方,条件・未勝利
2026-06-26,園田,7,3歳C1一,3歳C1,,1400,ダート,不良,雨,アスピラシオン,吉村智洋,牡3,56.0,11,3,5.9,8,1:32.9,40.4,1.4,513,13,0,,森澤友貴,Van Nistelrooy,地方,条件・未勝利
2026-06-27,函館,1,3歳未勝利,3歳未勝利,,1200,芝,重,晴,アリアス,横山武史,牝3,55.0,16,6,15.7,6,1:09.9,34.6,0.7,420,-4,0,,高柳瑞樹,シンボリクリスエス,中央,条件・未勝利
2026-06-27,函館,4,3歳未勝利,3歳未勝利,,1800,芝,稍重,晴,エアヴァイブス,武豊,牝3,55.0,16,1,4.3,7,1:48.3,35.5,0.3,432,6,0,,福永祐一,ハービンジャー,中央,条件・未勝利
2026-06-27,小倉,3,3歳未勝利,3歳未勝利牝,,1800,芝,重,曇,オーロラボレアリス,M.デムーロ,牝3,55.0,16,5,8.5,7,1:48.3,35.5,1.1,470,-4,0,,吉岡辰弥,To Honor and Serve,中央,条件・未勝利
2026-06-27,小倉,6,3歳未勝利,3歳未勝利,,2000,芝,稍重,晴,ブライトキングダム,松山弘平,牡3,57.0,16,5,10.1,16,2:04.5,39.6,4.3,530,初出走,0,,池江泰寿,ジャングルポケット,中央,条件・未勝利
2026-06-27,福島,8,3歳未勝利,3歳未勝利,,2000,芝,良,晴,オートカリテ,石橋脩,牝3,55.0,16,3,8.0,11,2:00.5,37.4,0.9,516,0,0,,牧光二,Quality Road,中央,条件・未勝利
2026-06-28,函館,3,3歳未勝利,3歳未勝利,,1000,ダート,稍重,晴,エコロセレナ,斎藤新,牝3,55.0,12,3,7.2,3,0:59.4,35.9,0.8,470,6,1500000,,斎藤誠,アドマイヤムーン,中央,条件・未勝利
2026-06-28,函館,4,3歳未勝利,3歳未勝利,,2600,芝,良,晴,ジングアップ,岩田望来,牡3,57.0,16,5,8.1,5,2:40.8,36.5,1.5,442,-6,580000,,大竹正博,Storm Cat,中央,条件・未勝利
2026-06-28,函館,4,3歳未勝利,3歳未勝利,,2600,芝,良,晴,アルタティール,長浜鴻緒,牡3,56.0,16,11,85.3,11,2:41.4,36.1,2.1,418,-4,0,,手塚貴久,Poet's Voice,中央,条件・未勝利
2026-06-28,函館,9,臥牛山特別,3歳上1勝,,1800,芝,良,晴,ネッタイヤライ,坂井瑠星,牡3,55.0,10,4,10.4,6,1:47.7,36.0,0.8,446,0,0,,矢作芳人,キンシャサノキセキ,中央,条件・未勝利
2026-06-28,小倉,1,3歳未勝利,3歳未勝利,,1200,芝,良,曇,ヴィーラー,菱田裕二,牝3,55.0,18,10,63.4,11,1:10.3,36.0,1.3,426,4,0,,矢作芳人,Easing Along,中央,条件・未勝利
2026-06-28,小倉,2,3歳未勝利,3歳未勝利,,1800,芝,良,曇,シャロン,泉谷楓真,牝3,55.0,16,9,59.9,7,1:48.4,36.3,1.2,430,-2,0,,杉山晴紀,American Pharoah,中央,条件・未勝利
2026-06-28,小倉,4,3歳未勝利,3歳未勝利,,1700,ダート,稍重,晴,レッドピアレス,西村淳也,牡3,57.0,16,3,10.0,7,1:48.5,39.2,1.7,460,-6,0,,中内田充正,Mr. Greeley,中央,条件・未勝利
2026-06-28,福島,11,ラジオNIKKEI賞,3歳OP,GIII,1800,芝,良,晴,バドリナート,津村明秀,牡3,57.0,16,13,29.1,4,1:45.6,34.2,0.4,490,-2,6200000,107,松永幹夫,Galileo,中央,重賞
2026-06-28,福島,11,ラジオNIKKEI賞,3歳OP,GIII,1800,芝,良,晴,ジーネキング,菊沢一樹,牡3,56.0,16,6,11.1,7,1:45.8,34.7,0.6,494,4,0,103,斎藤誠,Into Mischief,中央,重賞
2026-06-28,福島,11,ラジオNIKKEI賞,3歳OP,GIII,1800,芝,良,晴,ルージュボヤージュ,北村宏司,牝3,52.0,16,5,9.0,10,1:45.9,35.0,0.7,464,-8,0,94,木村哲也,Orpen,中央,重賞
2026-06-28,福島,8,3歳以上1勝クラス,3歳上1勝,,2600,芝,良,晴,エースフライト,戸崎圭太,牡3,54.0,13,1,2.5,3,2:39.0,34.7,0.4,506,-6,2100000,,池江泰寿,Bellamy Road,中央,条件・未勝利
2026-06-30,フォートエリー,6,Allowance,3yo&up have never won 2,,1408,芝,Firm,晴,Grand Warrior,R Maragh,セン3,,8,2,,5,,,,,,0,,A Adamo,アグネスデジタル,海外,条件・未勝利
2026-07-01,門別,2,ゴールデンルーキー市場修斗賞,一般,,1200,ダート,良,晴,レヴァンターセ,小野楓馬,牡3,57.0,8,1,2.7,7,1:18.1,40.8,3.1,478,12,0,,小野望,ヴィクトワールピサ,地方,条件・未勝利
2026-07-04,函館,2,3歳未勝利,3歳未勝利,,1800,芝,良,晴,ヒメヒオウギ,河原田菜々,牝3,51.0,16,5,10.6,4,1:48.3,34.4,0.1,390,4,870000,,中竹和也,ステイゴールド,中央,条件・未勝利
2026-07-04,函館,2,3歳未勝利,3歳未勝利,,1800,芝,良,晴,ボーントゥラブユー,横山琉人,牝3,55.0,16,7,17.2,6,1:48.5,35.1,0.3,474,0,0,,小笠倫弘,Street Cry,中央,条件・未勝利
2026-07-04,函館,2,3歳未勝利,3歳未勝利,,1800,芝,良,晴,ユマハム,舟山瑠泉,牡3,56.0,16,6,13.0,7,1:48.5,35.5,0.3,466,-2,0,,田中博康,Rainbow Quast,中央,条件・未勝利
2026-07-04,小倉,3,3歳未勝利,3歳未勝利,,2600,芝,重,曇,ベルドゥニュイ,富田暁,牝3,55.0,16,16,241.0,12,2:47.9,43.4,6.8,434,-6,0,,矢作芳人,キンシャサノキセキ,中央,条件・未勝利
2026-07-04,小倉,3,3歳未勝利,3歳未勝利,,2600,芝,重,曇,スピーチバルーン,団野大成,牝3,55.0,16,9,32.4,16,2:50.1,45.7,9.0,438,14,0,,吉村圭司,Mr Speaker,中央,条件・未勝利
2026-07-04,小倉,4,3歳未勝利,3歳未勝利牝,,1700,ダート,不良,曇,マーゴットガイア,西村淳也,牝3,55.0,16,1,2.0,2,1:45.0,37.9,0.4,482,-2,2300000,,石坂公一,Camelot,中央,条件・未勝利
2026-07-04,小倉,7,3歳未勝利,3歳未勝利,,1800,芝,重,曇,プリティウーマン,J.コレット,牝3,55.0,16,11,79.8,11,1:49.7,37.5,1.7,422,-8,0,,高橋一哉,Kingmambo,中央,条件・未勝利
2026-07-04,小倉,7,3歳未勝利,3歳未勝利,,1800,芝,重,曇,サンライズレマ,藤懸貴志,牡3,57.0,16,12,91.0,14,1:50.3,37.2,2.3,486,4,0,,石坂公一,ジャスタウェイ,中央,条件・未勝利
2026-07-04,福島,2,3歳未勝利,3歳未勝利,,2600,芝,稍重,曇,ボンボンベイビー,吉田豊,牡3,57.0,16,7,15.7,1,2:39.2,35.7,-0.1,438,-2,5800000,,矢作芳人,Galileo,中央,条件・未勝利
2026-07-04,福島,7,3歳未勝利,3歳未勝利牝,,2000,芝,良,晴,フロンテアムーン,石田拓郎,牝3,52.0,16,10,49.8,6,2:00.4,36.3,0.4,398,-10,0,,奥村武,メイショウサムソン,中央,条件・未勝利
2026-07-04,福島,7,3歳未勝利,3歳未勝利牝,,2000,芝,良,晴,スターリットフレア,杉原誠人,牝3,55.0,16,7,24.9,16,2:06.2,41.8,6.2,468,-12,0,,田中博康,Frankel,中央,条件・未勝利
2026-07-04,高知,1,3歳-2,3歳2組,,1400,ダート,不良,雨,ショウナンアンバー,岡村卓弥,牡3,57.0,11,8,27.7,4,1:31.6,40.1,0.4,454,8,120000,,國澤輝幸,フジキセキ,地方,条件・未勝利
2026-07-04,高知,1,3歳-3,3歳2組,,1400,ダート,不良,雨,シティプロスパー,宮川実,牝3,55.0,11,1,1.7,5,1:31.8,40.7,0.6,430,2,60000,,打越勇児,City Zip,地方,条件・未勝利
2026-07-05,函館,6,3歳未勝利,3歳未勝利,,2000,芝,良,曇,アルタティール,長浜鴻緒,牡3,56.0,16,13,301.2,14,2:02.8,36.2,1.4,418,0,0,,手塚貴久,Poet's Voice,中央,条件・未勝利
2026-07-05,小倉,3,3歳未勝利,3歳未勝利牝,,2000,芝,重,曇,アオイハルカ,今村聖奈,牝3,53.0,18,8,39.3,1,2:01.9,36.3,-0.3,426,0,5800000,,大久保龍志,キングカメハメハ,中央,条件・未勝利
2026-07-05,小倉,9,青島特別,3歳上1勝,,1800,芝,重,曇,ムスクレスト,松山弘平,牡3,55.0,8,3,5.7,3,1:49.5,36.8,0.8,470,2,2933000,,安田翔伍,Temple City,中央,条件・未勝利
2026-07-05,福島,3,3歳未勝利,3歳未勝利,,1800,芝,良,晴,ヤマメホープ,戸崎圭太,牡3,57.0,16,1,3.2,2,1:48.4,35.6,0.0,476,-4,2300000,,久保田貴士,Hard Spun,中央,条件・未勝利
2026-07-05,福島,3,3歳未勝利,3歳未勝利,,1800,芝,良,晴,ブラッククラウズ,三浦皇成,牡3,57.0,16,8,23.1,15,1:52.4,37.5,4.0,468,初出走,0,,尾関知人,Dubawi,中央,条件・未勝利
2026-07-05,福島,5,メイクデビュー福島,2歳新馬,,2000,芝,良,晴,タイセイソアリング,菊沢一樹,牡2,55.0,16,12,68.7,5,2:03.6,36.3,0.4,494,初出走,780000,,池上昌和,Montjeu,中央,条件・未勝利
2026-07-05,金沢,6,3歳A4,3歳A4,,1500,ダート,良,曇,フィオーレクラウド,吉原寛人,牝3,55.0,11,4,15.2,7,1:41.7,42.9,3.3,461,0,0,,加藤和義,シンボリクリスエス,地方,条件・未勝利
2026-07-07,金沢,1,3歳B7,3歳B7,,1500,ダート,重,晴,ラルクアンレーヴ,魚住謙心,牡3,57.0,9,3,5.0,3,1:41.4,42.6,1.1,470,0,77000,,鋤田誠二,サクラバクシンオー,地方,条件・未勝利
2026-07-07,金沢,7,加賀片山津賞,3歳未勝利,,1500,ダート,稍重,晴,カモンレイル,柴田裕一郎,セン3,55.0,9,6,22.2,6,1:39.2,40.5,1.3,419,-9,0,,中竹和也,ウォーエンブレム,地方,条件・未勝利
2026-07-11,函館,4,3歳未勝利,3歳未勝利,,1800,芝,稍重,曇,メメボス,古川吉洋,牝3,55.0,14,11,44.7,8,1:48.2,35.9,0.7,470,4,0,,飯田祐史,ノヴェリスト,中央,条件・未勝利
2026-07-11,小倉,9,英彦山特別,3歳上1勝,,2600,芝,良,晴,フリーガー,J.コレット,牡3,55.0,11,8,28.8,6,2:41.2,36.5,1.5,428,-18,0,,矢作芳人,Ghostzapper,中央,条件・未勝利
2026-07-11,福島,3,2歳未勝利,2歳未勝利,,1800,芝,良,曇,シアルナーレ,坂井瑠星,牡2,55.0,14,5,7.8,5,1:48.2,35.9,0.6,436,-6,590000,,田中博康,キンシャサノキセキ,中央,条件・未勝利
2026-07-11,福島,3,2歳未勝利,2歳未勝利,,1800,芝,良,曇,ペアスターロード,戸崎圭太,牡2,55.0,14,2,4.3,10,1:48.9,36.9,1.3,470,-4,0,,前川恭子,スウェプトオーヴァーボード,中央,条件・未勝利
2026-07-12,函館,12,3歳以上1勝クラス,3歳上1勝,,1200,芝,重,曇,シャルトル,北村友一,牡3,55.0,8,2,3.5,7,1:10.8,36.4,0.7,450,-2,0,,栗田徹,Uncle Mo,中央,条件・未勝利
2026-07-12,函館,2,3歳未勝利,3歳未勝利牝,,2000,芝,重,小雨,エアヴァイブス,武豊,牝3,55.0,13,1,2.9,5,2:03.3,38.8,0.9,428,-4,580000,,福永祐一,ハービンジャー,中央,条件・未勝利
2026-07-12,函館,2,3歳未勝利,3歳未勝利牝,,2000,芝,重,小雨,ボーントゥラブユー,鮫島克駿,牝3,55.0,13,3,5.2,12,2:05.5,41.2,3.1,472,-2,0,,小笠倫弘,Street Cry,中央,条件・未勝利
2026-07-12,函館,9,北海ハンデキャップ,3歳上1勝,,1800,芝,重,雨,テルヒコウ,武豊,牡3,54.0,14,2,3.7,2,1:49.1,36.4,0.2,476,-2,6386000,,矢作芳人,ヴィクトワールピサ,中央,条件・未勝利
2026-07-12,小倉,1,3歳未勝利,3歳未勝利牝,,1200,芝,良,晴,ブライトエンジェル,角田大和,牝3,55.0,17,4,7.1,12,1:09.3,35.7,1.2,456,-4,0,,角田晃一,ロードカナロア,中央,条件・未勝利
2026-07-12,福島,2,3歳未勝利,3歳未勝利,,1700,ダート,稍重,小雨,レアリゼソンレーヴ,三浦皇成,牡3,57.0,15,6,18.2,9,1:49.5,40.7,3.4,474,2,0,,大竹正博,Dubawi,中央,条件・未勝利
2026-07-16,門別,7,3歳以上C4-2,3歳上C4,,1200,ダート,重,晴,レヴァンターセ,小野楓馬,牡3,57.0,7,5,15.2,7,1:16.4,40.1,1.4,472,-6,0,,小野望,ヴィクトワールピサ,地方,条件・未勝利
2026-07-17,園田,9,キキョウ賞,3歳上C2,,1870,ダート,良,晴,アスピラシオン,吉村智洋,牡3,56.0,10,4,12.5,5,2:06.2,41.0,0.7,511,-2,80000,,森澤友貴,Van Nistelrooy,地方,条件・未勝利
2026-07-18,函館,2,3歳未勝利,3歳未勝利牝,,1000,ダート,良,曇,メメボス,古川吉洋,牝3,55.0,12,5,13.6,8,1:00.6,36.9,1.0,470,0,0,,飯田祐史,ノヴェリスト,中央,条件・未勝利
2026-07-18,函館,6,3歳未勝利,3歳未勝利,,1800,芝,良,小雨,ジュラトリー,横山武史,牝3,55.0,12,3,8.8,6,1:49.0,37.6,1.1,452,-2,0,,池上昌和,Lope de Vega,中央,条件・未勝利
2026-07-18,小倉,8,3歳以上1勝クラス,3歳上1勝,,2000,芝,良,晴,フウセン,J.コレット,牡3,55.0,10,1,2.7,1,2:00.7,35.4,-0.4,460,4,8200000,,杉山晴紀,Afleet Alex,中央,条件・未勝利
2026-07-18,福島,6,3歳未勝利,3歳未勝利,,1700,ダート,良,曇,オートカリテ,石橋脩,牝3,55.0,15,5,10.3,8,1:47.7,39.1,0.7,516,0,0,,牧光二,Quality Road,中央,条件・未勝利
2026-07-19,函館,2,3歳未勝利,3歳未勝利,,1000,ダート,不良,小雨,エコロセレナ,齋藤新,牝3,55.0,10,2,2.7,4,0:59.5,36.2,0.8,470,0,870000,,齋藤誠,アドマイヤムーン,中央,条件・未勝利
2026-07-19,函館,7,3歳以上1勝クラス,3歳上1勝牝,,1700,ダート,不良,曇,ジーティーアリア,北村友一,牝3,53.0,14,4,5.4,7,1:44.6,38.3,1.5,446,-4,0,,田中克典,Siyouni,中央,条件・未勝利
2026-07-19,小倉,4,3歳未勝利,3歳未勝利,,2000,芝,良,晴,ヴィーラー,富田暁,牝3,55.0,14,8,70.6,6,2:02.0,36.1,1.1,420,-6,0,,矢作芳人,Easing Along,中央,条件・未勝利
2026-07-19,小倉,6,3歳未勝利,3歳未勝利,,1700,ダート,良,晴,トゥレネヴェリテ,柴田裕一郎,牡3,55.0,14,10,50.3,5,1:48.8,40.1,1.1,458,3,580000,,中竹和也,Cozzene,中央,条件・未勝利
