ts,script,host,path,status,dur_s,retries,note
2026-08-31 14:19:57,fetch_pedigree.py,www.jbis.or.jp,/horse/0001375355/pedigree/,200,0.35,1,
2026-08-31 14:19:58,fetch_studbook.py,www.studbook.jp,/users/ja/SearchChichiKettouList2,200,0.47,1,
2026-08-31 14:19:59,fetch_pedigree.py,www.jbis.or.jp,/horse/0001369947/pedigree/,200,0.33,1,
2026-08-31 14:20:00,fetch_studbook.py,www.studbook.jp,/users/ja/SearchChichiKettouList2,200,0.82,1,
2026-08-31 14:20:02,fetch_pedigree.py,www.jbis.or.jp,/horse/0001368295/pedigree/,200,0.93,1,
2026-08-31 14:20:02,fetch_studbook.py,www.studbook.jp,/users/ja/SearchChichiKettouList2,200,0.97,1,
2026-08-31 14:20:03,fetch_studbook.py,www.studbook.jp,/users/ja/Honba,200,0.21,1,
2026-08-31 14:20:04,fetch_studbook.py,www.studbook.jp,/users/ja/Honba,200,0.25,1,
2026-08-31 14:20:04,fetch_pedigree.py,www.jbis.or.jp,/horse/0001375412/pedigree/,200,0.94,1,
2026-08-31 14:20:05,fetch_studbook.py,www.studbook.jp,/users/ja/Honba,200,0.24,1,
2026-08-31 14:20:06,fetch_pedigree.py,www.jbis.or.jp,/horse/0001375585/pedigree/,200,0.34,1,
2026-08-31 14:20:07,fetch_studbook.py,www.studbook.jp,/users/ja/Honba,200,0.21,1,
2026-08-31 14:20:08,fetch_studbook.py,www.studbook.jp,/users/ja/Honba,200,0.24,1,
2026-08-31 14:20:08,fetch_pedigree.py,www.jbis.or.jp,/horse/0001374566/pedigree/,200,0.38,1,
2026-08-31 14:20:09,fetch_studbook.py,www.studbook.jp,/users/ja/Honba,200,0.23,1,
2026-08-31 14:20:10,fetch_pedigree.py,www.jbis.or.jp,/horse/0001375674/pedigree/,200,0.32,1,
2026-08-31 14:20:11,fetch_studbook.py,www.studbook.jp,/users/ja/Honba,200,0.2,1,
2026-08-31 14:20:12,fetch_pedigree.py,www.jbis.or.jp,/horse/0001375237/pedigree/,200,0.34,1,
2026-08-31 14:20:13,fetch_studbook.py,www.studbook.jp,/users/ja/Honba,200,0.23,1,
2026-08-31 14:20:14,fetch_pedigree.py,www.jbis.or.jp,/horse/0001375478/pedigree/,200,0.64,1,
2026-08-31 14:20:14,fetch_studbook.py,www.studbook.jp,/users/ja/Honba,200,0.23,1,
2026-08-31 14:20:16,fetch_studbook.py,www.studbook.jp,/users/ja/Honba,200,0.22,1,
2026-08-31 14:20:16,fetch_pedigree.py,www.jbis.or.jp,/horse/0001373471/pedigree/,200,0.83,1,
2026-08-31 14:20:17,fetch_studbook.py,www.studbook.jp,/users/ja/Honba,200,0.26,1,
2026-08-31 14:20:19,fetch_studbook.py,www.studbook.jp,/users/ja/Honba,200,0.21,1,
2026-08-31 14:20:19,fetch_pedigree.py,www.jbis.or.jp,/horse/0001375176/pedigree/,200,1.0,1,
2026-08-31 14:20:20,fetch_studbook.py,www.studbook.jp,/users/ja/Honba,200,0.27,1,
2026-08-31 14:20:21,fetch_pedigree.py,www.jbis.or.jp,/horse/0001369317/pedigree/,200,0.34,1,
2026-08-31 14:20:22,fetch_studbook.py,www.studbook.jp,/users/ja/Honba,200,0.23,1,
